Date,Calorie burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,MinutesOfSleep,MinutesOfBeingAwake,NumberOfAwakings,LengthOfRestInMinutes,Distance_miles,Days,Days_encoded,Work_or_Weekend,Hours Sleep,Sleep efficiency,Yesterday_sleep,Yesterday_sleep_efficiency,Months,Months_encoded
7/25/2015,2706,6174,4.59,3,677,231,13,4,1046,380,34,24,420,2.85209289,Saturday,5,0,6.333333333,90.47619048,6.133333333,94.11764706,July,7
7/26/2015,309,11614,8.63,9,503,301,2,40,1573,322,41,13,363,5.36243173,Sunday,6,0,5.366666667,88.70523416,6.333333333,90.47619048,July,7
7/27/2015,3091,1346,10,13,822,190,29,64,1527,0,0,0,0,6.21371,Monday,0,1,0,0,5.366666667,88.70523416,July,7
7/28/2015,298,10,7.43,13,803,230,44,11,137,472,29,16,519,4.61678653,Tuesday,1,1,7.866666667,90.94412331,0,0,July,7
7/29/2015,3138,1068,7.94,16,634,322,21,4,1628,292,23,16,343,4.93368574,Wednesday,2,1,4.866666667,85.13119534,7.866666667,90.94412331,July,7
7/30/2015,3246,14105,10.48,20,718,225,60,44,1727,304,47,21,357,6.51196808,Thursday,3,1,5.066666667,85.15406162,4.866666667,85.13119534,July,7
7/31/2015,2654,9194,6.83,20,784,198,7,0,9140,419,51,25,480,4.24396393,Friday,4,1,6.983333333,87.29166667,5.066666667,85.15406162,July,7
8/1/2015,3453,17497,13.02,11,1.092,219,54,45,1673,172,6,7,185,8.09025042,Saturday,5,0,2.866666667,92.97297297,6.983333333,87.29166667,August,8
8/2/2015,2651,5765,4.28,8,544,245,6,6,1039,303,48,31,356,2.65946788,Sunday,6,0,5.05,85.11235955,2.866666667,92.97297297,August,8
8/3/2015,342,15362,11.41,16,683,226,65,54,1883,368,29,23,406,7.08984311,Monday,0,1,6.133333333,90.64039409,5.05,85.11235955,August,8
8/4/2015,2863,987,7.33,20,793,186,28,32,1225,389,36,19,433,4.55464943,Tuesday,1,1,6.483333333,89.83833718,6.133333333,90.64039409,August,8
8/5/2015,3326,14502,10.78,34,520,250,41,59,1838,415,39,31,467,6.69837938,Wednesday,2,1,6.916666667,88.86509636,6.483333333,89.83833718,August,8
8/6/2015,3472,14652,10.89,26,562,350,42,20,2079,0,0,0,0,6.76673019,Thursday,3,1,0,0,6.916666667,88.86509636,August,8
8/7/2015,2849,7628,5.67,11,638,283,11,8,1297,529,78,38,607,3.52317357,Friday,4,1,8.816666667,87.14991763,0,0,August,8
8/8/2015,3168,13877,10.31,32,609,206,57,51,1638,294,42,18,351,6.40633501,Saturday,5,0,4.9,83.76068376,8.816666667,87.14991763,August,8
8/9/2015,3109,11433,8.49,15,561,236,40,35,1564,303,27,16,336,5.27543979,Sunday,6,0,5.05,90.17857143,4.9,83.76068376,August,8
8/10/2015,3139,13655,10.15,13,985,285,8,23,1617,553,31,20,592,6.30691565,Monday,0,1,9.216666667,93.41216216,5.05,90.17857143,August,8
8/11/2015,2857,13535,10.08,7,1.348,44,4,14,3470,402,22,12,427,6.26341968,Tuesday,1,1,6.7,94.14519906,9.216666667,93.41216216,August,8
8/12/2015,2055,1883,1.4,1,1.37,70,0,0,2870,192,22,12,230,0.8699194,Wednesday,2,1,3.2,83.47826087,6.7,94.14519906,August,8
8/13/2015,3218,11354,8.44,8,694,366,4,10,1718,487,27,17,518,5.24437124,Thursday,3,1,8.116666667,94.01544402,3.2,83.47826087,August,8
8/14/2015,301,11532,8.57,4,572,301,26,10,1542,544,39,24,583,5.32514947,Friday,4,1,9.066666667,93.31046312,8.116666667,94.01544402,August,8
8/15/2015,2813,6129,4.55,3,635,256,8,1,1159,77,0,0,77,2.82723805,Saturday,5,0,1.283333333,100,9.066666667,93.31046312,August,8
8/16/2015,2706,6238,4.64,3,688,267,0,0,1084,80,2,5,92,2.88316144,Sunday,6,0,1.333333333,86.95652174,1.283333333,100,August,8
8/17/2015,3683,15572,11.57,9,515,472,33,14,2362,0,0,0,0,7.18926247,Monday,0,1,0,0,1.333333333,86.95652174,August,8
8/18/2015,3106,10886,8.09,19,639,292,27,20,1578,263,33,17,297,5.02689139,Tuesday,1,1,4.383333333,88.55218855,0,0,August,8
8/19/2015,3217,12213,9.07,6,421,381,13,8,1834,219,15,11,237,5.63583497,Wednesday,2,1,3.65,92.40506329,4.383333333,88.55218855,August,8
8/20/2015,3421,12929,9.61,4,565,425,25,18,207,551,42,27,593,5.97137531,Thursday,3,1,9.183333333,92.91736931,3.65,92.40506329,August,8
8/21/2015,3382,16365,12.16,5,461,329,45,16,195,429,34,16,465,7.55587136,Friday,4,1,7.15,92.25806452,9.183333333,92.91736931,August,8
8/22/2015,3498,17252,12.82,15,481,382,19,42,2164,263,7,13,285,7.96597622,Saturday,5,0,4.383333333,92.28070175,7.15,92.25806452,August,8
8/23/2015,3288,14537,10.8,3,518,345,19,47,1937,445,75,38,526,6.7108068,Sunday,6,0,7.416666667,84.60076046,4.383333333,92.28070175,August,8
8/24/2015,3215,13404,9.96,18,685,192,38,71,1648,212,33,15,247,6.18885516,Monday,0,1,3.533333333,85.82995951,7.416666667,84.60076046,August,8
8/25/2015,3063,1094,8.13,12,697,199,52,50,153,324,22,13,354,5.05174623,Tuesday,1,1,5.4,91.52542373,3.533333333,85.82995951,August,8
8/26/2015,2928,10032,7.45,13,757,175,45,45,1328,465,60,33,525,4.62921395,Wednesday,2,1,7.75,88.57142857,5.4,91.52542373,August,8
8/27/2015,3229,14008,10.41,6,544,334,18,35,1828,440,33,23,476,6.46847211,Thursday,3,1,7.333333333,92.43697479,7.75,88.57142857,August,8
8/28/2015,3356,12149,9.03,11,1.051,369,9,11,1861,518,28,19,549,5.61098013,Friday,4,1,8.633333333,94.35336976,7.333333333,92.43697479,August,8
8/29/2015,389,19977,14.84,26,648,395,23,74,254,375,49,33,446,9.22114564,Saturday,5,0,6.25,84.08071749,8.633333333,94.35336976,August,8
8/30/2015,2961,11924,8.91,64,1.421,0,0,0,0,326,13,6,339,5.53641561,Sunday,6,0,5.433333333,96.16519174,6.25,84.08071749,August,8
8/31/2015,3136,10757,7.99,15,1.187,145,43,65,1532,397,21,14,437,4.96475429,Monday,0,1,6.616666667,90.84668192,5.433333333,96.16519174,August,8
9/1/2015,3681,12229,9.11,24,689,421,17,16,22,497,47,37,549,5.66068981,Tuesday,1,1,8.283333333,90.52823315,6.616666667,90.84668192,September,9
9/2/2015,3009,1033,7.68,16,770,248,16,15,1369,0,0,0,0,4.77212928,Wednesday,2,1,0,0,8.283333333,90.52823315,September,9
